en_text,labels
"The additional charge for the secret garden is worth it, especially if you go in the summer to get some shade!",all-1 nat-1
"Asked a friend who went to Gyeongbokgung palace, she says it is grander than this palace so wished I gone to that one instead.",all-2
"I understand much renovation is underway but the current site is untidy, grass over grown and a general lack of signage explaining the history if each building.",all-3 mgt-3 nat-2
So you could probably arrange your day so that you can go to the Palace and Bukchon all in one day to drink in the culture of old Korea.,all-1 ch-1
Be warned not many places for food or drink once inside.,all-2 amn-2
Many of these buildings sustained major damage during the war.,all-2 ch-2
Truly lives up to reminding people why Vietnam is just a terrible place to visit.,all-2
It is easy to see why it has been designated a World Heritage Site.,all-1 ch-1
"We were so lucky that we had a tour guide with us, for our visit to Hue Imperial City Citade.",all-1 amn-1 ppl-1
So much of the place was destroyed so there wasn't much original history left.,all-2 ch-2
That was amazing and enjoyable.,all-1
The garden is green and lush although many trees are dying.,all-3 nat-3
The palace is beautiful and the throne is awesome.,all-1 ch-1
A real shame amplified by the brand new tennis court which is obviously way more important that the crumbling buildings around it!,all-2 mgt-2 ch-2
"Like all of the tourist spots in Korea, this place also lacks English signages, description of the place and decent tourist guides!",all-2 mgt-2 amn-2 ppl-2
The garden requires a separate ticket but worth the money.,all-1 nat-1
It really worth to spend a day in Hue just for this.,all-1
"Please note, management of Citadel, we would prefer you treat your horse with more love and tie them up with shade and water, the middle of a field in scouring 38 degree heat and 80% humidity is disgusting!",all-2 mgt-2 nat-2
The citadel and imperial city was amazing and exceeded my expectations.,all-1
It's a beautiful area and it's nice to walk the grounds.,all-1 mgt-1
You can buy food to feed the fish.,all-1 amn-1
So sad to hear that the citadel was partially destroyed during the wars,all-2 ch-2
Very few sections were renovated and the restrooms near the gift shop were very badly ventilated.,all-2 mgt-2
"We also wanted to experience the secret garden, however access to the garden is restricted to guided tours only, and the tour time table did not fit with our time schedule.",all-2 mgt-2
It’s a good way to escape the traffic noise and pollution and it has nice quiet gardens as well as old buildings with lots of information in English as well as Vietnamese.,all-1 amn-1 ch-1 nat-1
The guide's English was excellent but you still need to ensure that you keep close enough (the different rhythm and pitch of Asian speakers means you have to concentrate to understand everything).,all-3 amn-3 ppl-3
I recommend buying the integrated palace ticket as it offers great saving,all-1 amn-1
"As you meander through the gardens, mainly trees, there are pavilions & water feature areas.",all-0
Throughout the site visitor amenities are excellent,all-1 amn-1
The grounds are huge!,all-1
"The Changdeokgung Palace is a great place to visit, consider purchasing the royal palace pass that includes 4 palaces and the royal shrine for 10,000 (approx $8.80USD).",all-1
Lovely bonsai gardens snd lots of opportunity to take photos.,all-1 nat-1
At least a half day is needed.,all-0
I really enjoyed the tour with our good guide.,all-1 amn-1 ppl-1
When you are in the gardens it is hard to believe that you are in one of the largest cities in the world.,all-1 nat-1
There are also lots of pushy official looking people all around lying to your face and telling you it's shut.,all-2 ppl-2
"Timh Tam Kim (Free entry) this place was stunning, beautiful, peaceful, here they sold lots of jewellery but you don’t have to buy.",all-1 amn-1
"To me, the main attraction was the rear garden of the palace.",all-1 nat-1
"There are two types of entry for the citadel, with access to Pagodas and Tombs or without.",all-0
"The garden is only accessed via guided tours, which is understandable in a way, since you don't want visitors picking flowers or dabbling their feet in the pools, but it does take away some of the charm of this garden.",all-3 mgt-3
"This was a fascinating place to visit, 150,000 VND entrance was well worth it.",all-1 amn-1
It also suffered desperately in the French occupation and Vietnam/American war with most buildings destroyed.,all-2 ch-2
This would be as famous as the Forbidden City in Beijing had not the americans not had a spot of bother crossing the road at the Dong Ba Tower on the eastern wall of the walled city: they called in air strikes and you are looking at the results.,all-1 ch-1
My wife and I took a cyclo tour which gave us the opportunity to cover a lot of ground that we would not have been able to do and much less seen.,all-1 amn-1
"I did note that the tour moves at a fairly set pace, and it is better if you focus on staying with the guide so you can see and hear her details - you can always walk back through areas at your own pace then the tour is over.",all-0
"If you're here on winter day I don't recommend the Garden tour, there are some nice gardens to see but not really extraordinary.",all-3 nat-3
"very beautiful palace, however, you have to purchase separate ticket if you want to visit backyard garden.",all-0
It’s a massive compound (of mostly overgrown grasses) but there are numerous original walls and restored structures around the UNESCO named World Heritage Site.,all-3 nat-2 mgt-3 ch-1
"We were there in April, so there're cherry blossoms blossoming.",all-1 nat-1
But definitely recommend the secret garden tour.,all-1 amn-1 nat-1
"The Co Ha Gardens in the northwest corner is a particularly pleasant spot to spend some time - very peaceful, beautiful gardens and you can enjoy a cold drink at the cafe there.",all-1 amn-1 nat-1
There are only 2 tours a day in English and if you take them back to back you'll feel rushed - especially the palace tour becomes rushed because it leads right in to the Secret Garden tour.,all-2 amn-2
The two gates on either side of the “Emperor’s Gate” was used by his ministers and other VIPs.,all-1 ch-1
Well-maintained corridors.,all-1 mgt-1
"Not many options to eat within this attraction, so definitely start after lunch / breakfast.",all-2 amn-2
Very Photogenic; and a nice walk (especially including the Secret Gardens).,all-1 nat-1
"Large and some areas need maintenance, not many people there and quite peaceful wondering around. The gardens are nice and some lovely bonsai trees.",all-3 mgt-2 nat-1
"You enter the garden with a group according to language, but to be honest I ditched them as soon as I was inside as I wanted to do my own thing and some peace and quiet.",all-0
Very glad we went here and would certainly recommend a visit.,all-1
"Still, the guides are good and speak excellent English.",all-1 amn-1 ppl-1
A Japanese colleague with us noticed that the Japanese language guide made no mention of the Japanese having once burnt this Palace.,all-2 amn-2 ppl-2 ch-2
"If you are debating which palace to go to (because there are just so many in Seoul), this one is the best to see in Spring because of its beautiful gardens.",all-1 nat-1
Be prepared to walk ALOT uphill and downhill in the garden but it will be worth the effort.,all-1
Feeding the fish was great fun!,all-1 amn-1
Too bad the citadel was heavily bombed causing extensive damage.,all-2 ch-2
"The only thing I worried about (and made me very uncomfortable) was a poor little pony, which looked like it was about to drop dead, was being forced to pull tourists around in a huge carriage.",all-2 mgt-2
You can feel the history around you as you stroll.,all-1 ch-1
"vi: Prices are too high, not maintained, trash scattered everywhere, where paintings are sold, etc.",all-2 amn-2 mgt-2
